address,city,country,,,,,,,latitude,,longitude,,,property_name,,,,room_count,room_type,similar_hotel,,,,sitename,special_tag,state,uniq_id,zone
"6,SADHU VASWANI ROAD,OPPOSITE GPO,, 411001 Pune, India – Show map",pune,India,,,,,,,18.5202002,,73.87584955,,,Hotel Ritz,,,,24,Budget Double Room,Hotel Aurora Towers|FabHotel Gandharva Shivajinagar|Shantai Hotel,,,,http://www.booking.com/,Share,Maharashtra,a0e841e3bf6e87b289cd6cbb1c357459,
"Agonda, Dovallkazan Canacona, South Goa, Goa, India, 403702 Agonda, India – Great location -",agonda,India,,,,,,,15.04995025,,73.98399889,,,Harmonium Resorts Agonda,,,,15,Double Room with Garden View,The Bay Agonda|Khaama Kethna Retreat Centre,,,,http://www.booking.com/,Share,Goa,9d90cd9306b507b0eab403b7af483576,
"605 Suryagandhi Street, 6th Main Road, Gomathipuram, 625020 Madurai, India – Show map",madurai,India,,,,,,,9.921301595,,78.15746784,,,Royal Stay - Service Apartments,,,,8,Deluxe Double Room with Balcony and Sea View,,,,,http://www.booking.com/,Share,Tamil Nadu,79ca669a1553b34cdcd0b846732a5251,
"NH-76, Village Jeendoli, Udaipur, 313011 Rāma, India – Show map",rāma,India,,,,,,,24.72021664,,73.65086585,,,The Castle Mewar,,,,84,Deluxe Double Room (2 Adults + 1 Child),Jeevantara Resort,,,,http://www.booking.com/,Share,Rajasthan,3551149636d853a5d489f04644a70357,
"Sam Sand Dunes Sam, 345001 Jaisalmer, India – Show map",jaisalmer,India,,,,,,,26.84473398,,70.54430723,,,Aljuma Camp,,,,4,Single Room with Bathroom,Desert Night Camp,,,,http://www.booking.com/,Share,Rajasthan,5337f822edb8a659357433da11b96e4a,
"43, Capitaine Marius Xavier Street, 605001 Pondicherry, India – Show map",pondicherry,India,,,,,,,11.93074755,,79.83134599,,,Villa Indra,,,,26,Deluxe Double Room (1 adult + 1 child),La Maison Radha|Hotel Karai,,,,http://www.booking.com/,Share,Pondicherry,9fd5ad9977396574dad48a2af2f212e9,
"Durg Bhillai Road, 491001 Bhilai, India – Show map",bhilai,India,,,,,,,21.2070669,,81.352672,,,STARiHOTELS Durg Bhillai,,,,12,Executive Double Room,,,,,http://www.booking.com/,Share,Chhattisgarh,64f36508876b33524734a9ed090cf47c,
"Vinu Villa, Chithrapuram, X/330, 685565 Munnar, India – Show map",munnar,India,,,,,,,10.03362125,,77.03755975,,,Grace Inn Munnar,,,,3,Superior Double or Twin Room with Mountain View,Eagle Mountain Munnar,,,,http://www.booking.com/,Share,Kerala,e203c9a085e3ed2be048b3311c42a72b,
"Star Silk 263, Star Complex Old Bus Stand, 614704 Muttupet, India – Show map",muttupet,India,,,,,,,10.39876052,,79.49712123,,,Hotel Star Residency,,,,11,Deluxe Double Room,,,,,http://www.booking.com/,Share,Tamil Nadu,95af7a61ee0375622a6de04a6122c7fc,
"kanthallor road,marayoor, munnar, 685620 Maraiyūr, India – Show map",maraiyūr,India,,,,,,,10.27480375,,77.16961831,,,Hilla Holiday,,,,4,Deluxe  Room,Rheinberg Town Haus,,,,http://www.booking.com/,Share,Kerala,8b44e111e070d1efdf6b08239aaee917,
"Nigeen Lake West, Opposite Nigeen Club, 190011 Srinagar, India – Show map",srinagar,India,,,,,,,34.12101366,,74.82743293,,,Monarch Group Of Houseboats,,,,8,Super Deluxe Double Room,Houseboat Lily of Nageen|New Lucky Flower House Boat,,,,http://www.booking.com/,Share,Jammu & Kashmir,2ae34518cf81d902c52b0457a45873f5,
"203 Lake View 03 Dasve Lavasa, 412112 Lavasa, India – Great location -",lavasa,India,,,,,,,18.40537999,,73.506791,,,Lavasa,,,,1,Two-Bedroom House,Club View Apartment,,,,http://www.booking.com/,Share,Maharashtra,b205e8fe12c60556dbf14209077d6dc7,
"Flat No. 102, Kiran Apartment, No. 2, Saini Enclave, Ground Floor, Karkardooma, 110092 New Delhi, India – Great location -",new delhi,India,,,,,,,28.65208947,,77.3046273,,,Luxury Inn,,,,10,Apartment - Ground Floor,Hotel City Star,,,,http://www.booking.com/,Share,Delhi NCR,d02ce18014e9b5d92988b1ffeb5dc1c8,
"Skara Road, 194101 Leh, India – Show map",leh,India,,,,,,,34.15897725,,77.56890667,,,Hotel K2 Continental,,,,2,Deluxe Double Room,New Royal Guest House,,,,http://www.booking.com/,Share,Jammu & Kashmir,4a80e08de703c073656dd4e30e474de3,
"1/7 Dr. Zakir Hussain Road, Near S.P. Cottage and Chowrasta, 734101 Darjeeling, India – Show map",darjeeling,India,,,,,,,27.02857833,,88.2668429,,,Golden Orchid - The Lodge,,,,4,Deluxe Double Room,Hotel New Galaxy|Hotel Tower View,,,,http://www.booking.com/,Share,West Bengal,aced439a3ad8d1fbc259abada862d1a8,
"Bhagsu Road Mcleod Ganj. Dharamshala HP, 176219 Dharamshala, India – Great location -",dharamshala,India,,,,,,,32.23976241,,76.32613469,,,Green Hotel,,,,15,Deluxe Room,Ram Yoga House|Silvermoon House,,,,http://www.booking.com/,Share,Himachal Pradesh,accbe59d2b2a0d746469e153c81565e1,
"Haragarahalli village, Sakleshpur Taluk,, Hassan District, 573134 Māranhalli, India – Show map",māranhalli,India,,,,,,,12.85888368,,75.76455653,,,Misty Mountains Homestay,,,,4,Deluxe Double Room,,,,,http://www.booking.com/,Share,Karnataka,3595db4c0e3d341ffd63b321547a4662,
"Lake Road, Periyar Tiger Reserve, 685536 Thekkady, India – Show map",thekkady,India,,,,,,,9.599660338,,77.17119277,,,Konark Homestay,,,,26,Deluxe Double Room,Chrissie's Hotel,,,,http://www.booking.com/,Share,Kerala,1674c2d6fbc7c889f095909d30da86bc,
"Chhattarpur, 110074 New Delhi, India – Show map",new delhi,India,,,,,,,28.49365141,,77.183083,,,3BHK Service Apartment,,,,3,Apartment,The Ashok|Hotel Krishna Deluxe|bloomrooms @ New Delhi Railway Station,,,,http://www.booking.com/,Share,Delhi NCR,13cc3ac7becb78bd4e6dc4a8820f49e6,
"Yantra Mahal Marg Chintaman Road Neara Gyan Sagar School Ujjain, 456010 Ujjain, India – Great location -",ujjain,India,,,,,,,23.17305075,,75.76162219,,,Hotel Atharva,,,,42,One-Bedroom Apartment,Hotel Anjushree Inn,,,,http://www.booking.com/,Share,Madhya Pradesh,bfe41e838ed92990b430c8d312056bc9,
"Vinu Villa, Chithrapuram, X/330, 685565 Munnar, India – Show map",munnar,India,,,,,,,10.03362125,,77.03755975,,,Grace Inn Munnar,,,,3,Superior Double or Twin Room with Mountain View,Eagle Mountain Munnar,,,,http://www.booking.com/,Share,Kerala,00c7129cc4b63f5822346ba23636e171,
"958, Russel Chowk, Napier Town, 482001 Jabalpur, India – Show map",jabalpur,India,,,,,,,23.16339546,,79.93703953,,,Arihant Palace,,,,33,Deluxe Room,Hotel Polo Max,,,,http://www.booking.com/,Share,Madhya Pradesh,ab5c1175c48b2baab8884e362cb62086,
"Baggana Mane, Thalthare Shetalli, Somwarpet, Coorg, Karnataka, 571236 Somvārpet, India – Great location -",somvārpet,India,,,,,,,12.60110641,,75.8002004,,,Hill Woods Cottage,,,,1,Budget Twin Room,Heritage Resort Coorg,,,,http://www.booking.com/,Share,Karnataka,e5fc17588408bfc93a5cb9edd98269e6,
"Zen Enclave, Opp Dispensary Building Near Residency School, Residency Road, Sadar, 440001 Nagpur, India – Show map",nagpur,India,,,,,,,21.1613365,,79.07892466,,,Hotel Orient Inn,,,,24,Deluxe Double or Twin Room,Vista Rooms at Mount Road,,,,http://www.booking.com/,Share,Maharashtra,863ae932a1f086dff536d32ff8963a34,
"No.427/2B, Avinashi Road, Peelamedu, Coimbatore – 641004, 641004 Coimbatore, India – Great location -",coimbatore,India,,,,,,,11.02483414,,77.01109359,,,Vibe Coimbatore by GRT Hotels,,,,56,Superior Double Room,Treebo ESS Grande,,,,http://www.booking.com/,Share,Tamil Nadu,fe99580187b3941a8e8323453ff03118,
"62/3 Amman Sannathi Street, Sankarankovil, 627756 Sankarankovil, India – Show map",sankarankovil,India,,,,,,,9.171207902,,77.53398593,,,Sri Balaji Residency,,,,15,Budget Double Room,,,,,http://www.booking.com/,Share,Tamil Nadu,18182eefaf42c57210e8808aab3a51c0,
"Trium Resorts, Behind Achayan's Parking, Close To Ramada Hotel, Punnamada Finishing Point, 688013 Alleppey, India – Show map",alleppey,India,,,,,,,9.511497425,,76.35386467,,,Trium Resorts & Trium Houseboat,,,,2,Standard Double Room with Fan,Soma House Boat|Lakesong Resort|Alasr Heritage Home,,,,http://www.booking.com/,Share,Kerala,5b30efb368288da8488f606b30cac1e4,
"11-2-9, Nampally (Yousufain X Road), 500001 Hyderabad, India – Show map",hyderabad,India,,,,,,,17.3914322,,78.4654583,,,Hotel Arastu,,,,30,Deluxe Double Room AC,Royalton Hyderabad Abids,,,,http://www.booking.com/,Share,Telangana,5014ee2926d9e5ffbf8a9403d307732f,
"Sector 22 B, Himalya Marg, 160022 Chandīgarh, India – Show map",chandīgarh,India,,,,,,,30.73189108,,76.77659367,,,The Piccadily Hotel,,,,47,Superior Double Room,Hotel Mountview,,,,http://www.booking.com/,Share,Chandigarh,a8f653fd97061a0eb2f1aea51c56b711,
"Street No. 19&20, John Silveraj Nagar, New Kumbakonam bus stand, 612001 Kumbakonam, India – Show map",kumbakonam,India,,,,,,,10.95753719,,79.39191967,,,Ark Inn Residency,,,,50,Deluxe Double Room,Vekaay's Residency Hotel|Raya's Grand|Navagraha Homestay,,,,http://www.booking.com/,Share,Tamil Nadu,f87ace9ec4884297ad6806eb3078408a,
"S.No.19/1, Village Villholi, Mumbai Agra Road, Near Octroi Check Post, Nashik, 422010 Nashik, India – Show map",nashik,India,,,,,,,19.93512543,,73.73299509,,,Ihop Sanjivani Resort,,,,20,Deluxe Double or Twin Room with Garden View,Hotel Royale Heritage,,,,http://www.booking.com/,Share,Maharashtra,e8410b455c2deace7f185adf78d76910,
"Darbar Road, Beside Police Station, 402401 Murud, India – Show map",murud,India,,,,,,,18.3334839,,72.9547736,,,Sea Shell Resort,,,,12,Deluxe Double or Twin Room with Garden View,,,,,http://www.booking.com/,Share,Maharashtra,cca14ac5c6bf9b4cf769a704513b0a22,
"Skara Road, 194101 Leh, India – Show map",leh,India,,,,,,,34.15897725,,77.56890667,,,Hotel K2 Continental,,,,2,Deluxe Double Room,New Royal Guest House,,,,http://www.booking.com/,Share,Jammu & Kashmir,6d469cad1d64e460210c8ec35093e773,
"Before Cozy Nook, In Front of Dreamcatcher, Palolem Beach, 403702 Palolem, India – Show map",palolem,India,,,,,,,15.01423572,,74.01759893,,,Rose Buds Camp,,,,9,Double Room with Balcony,Tent Cressida Cyrus,,,,http://www.booking.com/,Share,Goa,f6201e5411dbdeedaf62ec16951a66c6,
"658, Das Dukaan Gandhi Colony Jaisalmer, 345001 Jaisalmer, India – Show map",jaisalmer,India,,,,,,,26.91833191,,70.9215036,,,Hotel Mannat Excellency,,,,25,Deluxe Double Room,Hotel Shahi Garh,,,,http://www.booking.com/,Share,Rajasthan,3760800f73b6fee1d46c932c9113b0bf,
"Village Basi, Barah Basti, Siyana,Bulandshahr, 203412 Bulandshahr, India – Show map",bulandshahr,India,,,,,,,28.59914228,,78.18812281,,,Whispering Woods,,,,14,One-Bedroom House,,,,,http://www.booking.com/,Share,Uttar Pradesh,2757e39380b385eea445d1063d1d6697,
"21, Kannamwar Nagar, Wardha Road, 440025 Nagpur, India – Show map",nagpur,India,,,,,,,21.09538791,,79.06564058,,,Urban Hermitage,,,,31,Club Double or Twin Room,"The Legend Inn @Nagpur|Radisson Blu Hotel, Nagpur",,,,http://www.booking.com/,Share,Maharashtra,31953307c0cfb7005c4d43663473c7a4,
,mathura,India,,,,,,,27.51581153,,77.63515917,,,,,,,,Executive Double Room,,,,,http://www.booking.com/,,Uttar Pradesh,21616c6a3533dad5840cc111eabfc1d9,
"33/2/1, Pancard Club Road, Samarth Colony, Near Beverly Hills, Baner, Pune, Maharashtra, 411045 Pune, India – Show map",pune,India,,,,,,,18.5577669,,73.77447583,,,Balaji Comfort Home,,,,26,One-Bedroom Apartment,FabHotel Sumati Baner,,,,http://www.booking.com/,Share,Maharashtra,353ee298117fa648d08e4785fcde36d2,
"Village Khandi , Post Rohat , Distrcit Pali, 306421 Jodhpur, India – Show map",jodhpur,India,,,,,,,26.2401543,,73.02464247,,,Mihir Garh Palace,,,,9,Suite,RAAS Jodhpur,,,,http://www.booking.com/,Share,Rajasthan,a3d02ea9044af58bc4fcd2f4d7c7472d,
"Mamaiya Chowk Dhan Mandi Dargah Bazar, 305001 Ajmer, India – Show map",ajmer,India,,,,,,,26.45988861,,74.62710679,,,Hotel Shahanshah Palace,,,,17,Deluxe Double Room,"Hotel Golden Leaf|Hotel Garden Ajmer|Hotel Plaza Inn, Ajmer",,,,http://www.booking.com/,Share,Rajasthan,309380b918a0df5aa4385de05f55ceec,
"A-4, Sec54, Suncity, 122001 Bādshāhpur, India – Show map",bādshāhpur,India,,,,,,,28.43427759,,77.10725158,,,"Golf View Suncity, Gurgaon",,,,23,Budget Double Room,Hotel Golf View Suites,,,,http://www.booking.com/,Share,Haryana,aeb5037a74461ec5454e3a9a841844de,
"H.No.1411/200, Vill.Aradi, Opp Goviea Holiday Homes, 403001 Candolim, India – Show map",candolim,India,,,,,,,15.52315197,,73.77164841,,,Meherunissa Beach Residence,,,,17,Budget Double Room,Veera Strand Park Serviced Apartments|Golden Tulip Goa,,,,http://www.booking.com/,Share,Goa,7d241602b11dd53069809bd0025b5283,
"19-3-12J/4, Ramanuja Circle, Tiruchanoor Road, 517501 Tirupati, India – Show map",tirupati,India,,,,,,,13.62567874,,79.43077952,,,Hotel DKR Residency,,,,20,Budget Double Room,Sandeep Residency|KVR Deluxe Residency|PLR Grand By Tommaso Hotels,,,,http://www.booking.com/,Share,Andhra Pradesh,853ffd5a3105f1a2216dee6e086823c3,
"Near Baghdad Point,Hotel Dwarkadhish , Moleshwar Gaon,, 412806 Mahābaleshwar, India – Great location -",mahābaleshwar,India,,,,,,,17.87680212,,73.73294413,,,DV-Inns Devanand Villa,,,,18,Holiday Home,Misty Hills|Raj Apartment,,,,http://www.booking.com/,Share,Maharashtra,6d479af75771746e1848f2d5b942a641,
"B-1,B-Block,Sector 46, 201301 Noida, India – Show map",noida,India,,,,,,,28.55011214,,77.35703582,,,JNR Hospitality,,,,25,Deluxe Double Room,A&V Hospitality|Airport Hotel Waves,,,,http://www.booking.com/,Share,Uttar Pradesh,c856b10d745dd1f2473f60bf6f0ffdba,
"Near Matha Moviez, Kothamangalam, 686691 Kotamangalam, India – Show map",kotamangalam,India,,,,,,,10.06281101,,76.62767261,,,Hotel Kavery,,,,30,Economy Double Room,Soma Birds Lagoon,,,,http://www.booking.com/,Share,Kerala,65caa587de48b60c098f212242dc140b,
"4060 Gali Hari Mandir Kaserruwalan Paharganj, New Delhi, Paharganj, 110055 New Delhi, India – This neighbourhood is a great choice for travellers interested in city trips, sightseeing, and monuments – Check location Show map",new delhi,India,,,,,,,28.64408442,,77.2147511,,,Hotel Chopra international,,,,21,Deluxe Double Room,Neelam Palace Dx|Boribista Hostel|Hotel Sita International,,,,http://www.booking.com/,Share,Delhi NCR,0942199a24d6035f649b5355c1b7d4ed,Paharganj
"Near Marwar Bus Stand Choti Basti Pushkar, 305022 Pushkar, India – Show map",pushkar,India,,,,,,,26.49315536,,74.5570153,,,Hotel Madhuban Haveli,,,,15,Deluxe Double or Twin Room,Priya Guest House,,,,http://www.booking.com/,Share,Rajasthan,26015996dbb755c03280cd5b62680de3,
"Collectorate Road, Beheramal, 768205 Jhārsuguda, India – Show map",jhārsuguda,India,,,,,,,21.88102862,,84.02665615,,,Hotel Micro Continental,,,,40,Standard Double Room,,,,,http://www.booking.com/,Share,Orissa,1eb37e545bf2f2ea7adef573002a9153,
"Near Ladnu Haveli, Juni Bagar Chowk, Fort Road, 342001 Jodhpur, India – Great location -",jodhpur,India,,,,,,,26.29653274,,73.02240014,,,Om Heritage,,,,24,Standard Double Room,Juna Mahal Boutique Home Stay,,,,http://www.booking.com/,Share,Rajasthan,a0e2a5015fc3fcda1892769492ac9d4a,
"P.O. Khimsar, Dist. Nagaur, Rajasthan, 341025 Khimsar, India – Show map",khimsar,India,,,,,,,26.97676087,,73.4033221,,,WelcomHotel Khimsar Fort and Dunes - Member ITC Hotel Group,,,,83,Standard Room,,,,,http://www.booking.com/,Share,Rajasthan,dd66605b66dd2f88d2c1964ef21ae7c1,
"Chandhevadi Road Jagalpet Near To Ganeshgudi Varande Village, 581325 Kurandi, India – Show map",kurandi,India,,,,,,,15.34753431,,74.48202074,,,Dandeli Dreams Homestay,,,,5,Standard Double Room,Magenta Resort,,,,http://www.booking.com/,Share,Karnataka,ea3de3bb748b1e963aa41dd0fa322f47,
"Near Shivdhar Mandir, Solan Kumarhatti Bye Pass Road, Nh-22, 173212 Dagshai, India – Show map",dagshai,India,,,,,,,30.86868892,,77.10143387,,,Nature Treat,,,,9,Deluxe Double Room,Hotel Sunrise Cottage|Villa Mountain Crest|Dippys Hotel,,,,http://www.booking.com/,Share,Himachal Pradesh,cac55481175d1e47aea7bbadb3a42cce,
"Info park Kakkanad, Ernakulam, 682042 Cochin, India – This neighbourhood is a great choice for travellers interested in nature, shopping for clothes, and scenery – Check location Show map",cochin,India,,,,,,,9.984501062,,76.30128264,,,14 Square Kakanad 1,,,,14,Standard Double Room,Trident Cochin,,,,http://www.booking.com/,Share,Kerala,026dfb4c064d802e13131200ab4abe24,Ernakulam
"Nh-11 Agra Jaipur Highway Near Chandrawati Group Of Institutions 2km From Keoladeo National Park Bharatpur, 321001 Bharatpur, India – Show map",bharatpur,India,,,,,,,27.19094111,,77.48058558,,,Jawahar Resort,,,,2,Double or Twin Room with Extra Bed,Iora Guest House,,,,http://www.booking.com/,Share,Rajasthan,e2e366ad7ca9e69c67f8147ceebed66e,
"Kochi-Madurai (NH), Near my Bread Resturant Kallar Vattiyar P.O, 685552 Munnar, India – Show map",munnar,India,,,,,,,10.03753195,,76.9956708,,,Parakkat Estate Resort,,,,26,Superior Double Room,Green Magic Home|Gruenberg Tea Plantation Haus|Mistletoe Homestay & Cafe,,,,http://www.booking.com/,Share,Kerala,52aa3f2770c7b21b41f9ae8f8304b114,
"21, Kannamwar Nagar, Wardha Road, 440025 Nagpur, India – Show map",nagpur,India,,,,,,,21.09538791,,79.06564058,,,Urban Hermitage,,,,31,Club Double or Twin Room,"The Legend Inn @Nagpur|Radisson Blu Hotel, Nagpur",,,,http://www.booking.com/,Share,Maharashtra,62d9669c8abb0e5c6539046e67855143,
"Nh-11 Agra Jaipur Highway Near Chandrawati Group Of Institutions 2km From Keoladeo National Park Bharatpur, 321001 Bharatpur, India – Show map",bharatpur,India,,,,,,,27.19094111,,77.48058558,,,Jawahar Resort,,,,2,Double or Twin Room with Extra Bed,Iora Guest House,,,,http://www.booking.com/,Share,Rajasthan,2b73a27c25c21377383c97a52e5f542b,
"On Fort, Yvas Para, Jaisalmer Rajasthan, 345001 Jaisalmer, India – Great location -",jaisalmer,India,,,,,,,26.91280718,,70.91190398,,,Hotel Himmat Niwas,,,,6,Double Room with Private Bathroom,Hotel Garh Jaisal Haveli,,,,http://www.booking.com/,Share,Rajasthan,987c216f4de9f210b90f7d10c521f5df,
"B-9, Mukat Pura House, Moti Lal Atal Road, Behind Ganpati Plaza, 302001 Jaipur, India – Great location -",jaipur,India,,,,,,,26.92019495,,75.79863667,,,The Comfort Guest House,,,,18,Deluxe Double Room (2 Adults + 1 Child),Sneh Deep Guest House,,,,http://www.booking.com/,Share,Rajasthan,319ee31ad29f19bb82ed2dfd95dc973e,
"Vaishnavam, Chowara , South Kovalam, Thiruvanandapuram, 695501 Kovalam, India – Show map",kovalam,India,,,,,,,8.361434361,,77.01679945,,,Vaishnavam Guest House,,,,22,Budget Double Room,Turtle On The Beach,,,,http://www.booking.com/,Share,Kerala,e4a90855f0558e0a76ab91b68e178135,
"Palolem-Agonda road, Near Leopard Valley, 403702 Palolem, India – Show map",palolem,India,,,,,,,15.03587426,,74.01579916,,,Om Gravity Eco Resort,,,,4,Tent,Nanas Nook,,,,http://www.booking.com/,Share,Goa,7d811dad8f2ea358a74a2bc0ec14ba19,
"Gurupalli, Santiniketan, Bolpur, Birbhum, West Bengal, 731235 Bolpur, India – Show map",bolpur,India,,,,,,,23.67644705,,87.6851892,,,Shanti Neer Lodge,,,,22,Budget Double Room,Vasundhara Inn Guest House,,,,http://www.booking.com/,Share,West Bengal,45d96eae5946e1cacd78b2d14a8152af,
"Ashirwad Enclave, Lakhimi Path, Jonali, R.G.Baruah Road, 781024 Guwahati, India – Show map",guwahati,India,,,,,,,26.16628831,,91.77719951,,,Ashirwad Homestay,,,,28,Double or Twin Room with Bathroom,Hilltop Lodge|Awesome Palace,,,,http://www.booking.com/,Share,Assam,4fe9a40c875e1b122936bc8e50ac3a47,
"On Fort, Yvas Para, Jaisalmer Rajasthan, 345001 Jaisalmer, India – Great location -",jaisalmer,India,,,,,,,26.91280718,,70.91190398,,,Hotel Himmat Niwas,,,,6,Double Room with Private Bathroom,Hotel Garh Jaisal Haveli,,,,http://www.booking.com/,Share,Rajasthan,ecf884dbb202bce35c01d9cc6d97e772,
"Apte Road, Deccan Gymkhana,, Shivaji Nagar, 411004 Pune, India – This neighbourhood is a great choice for travellers interested in yoga, culture, and history – Check location Show map",pune,India,,,,,,,18.51814366,,73.84281282,,,Hotel Kohinoor Executive,,,,20,Deluxe Double Room with Bath,Ibis Pune|Noorya Hometel|Deccan Rendezvous by Hotel Surya,,,,http://www.booking.com/,Share,Maharashtra,42992368ddd25ef1ebd0e12215908af4,Shivaji Nagar
"21, Kannamwar Nagar, Wardha Road, 440025 Nagpur, India – Show map",nagpur,India,,,,,,,21.09538791,,79.06564058,,,Urban Hermitage,,,,31,Club Double or Twin Room,"The Legend Inn @Nagpur|Radisson Blu Hotel, Nagpur",,,,http://www.booking.com/,Share,Maharashtra,a1859db0f4cb23db2c7f5dd67e918906,
"Gandhi Square, 570020 Mysore, India – Show map",mysore,India,,,,,,,12.31143437,,76.65377519,,,Hotel Mysore Dasaprakash,,,,80,Executive Double Room,Treebo Spectrum Suites|Treebo Golden Castle,,,,http://www.booking.com/,Share,Karnataka,1906abb18c0386c21d7020538d088c2c,
"#74-49, G.T Road, Off City Railway Station, 560023 Bangalore, India – Show map",bangalore,India,,,,,,,12.97482226,,77.57054687,,,Hotel City Centaur,,,,84,Standard Double Room,The Signature Inn|Melange Astris|Ibis Bengaluru Hosur Road,,,,http://www.booking.com/,Share,Karnataka,8ed917e87ecb2f0d624062c2a5333720,
"Darbar Road, Beside Police Station, 402401 Murud, India – Show map",murud,India,,,,,,,18.3334839,,72.9547736,,,Sea Shell Resort,,,,12,Deluxe Quadruple Room,,,,,http://www.booking.com/,Share,Maharashtra,5f52a629a95904e1c57f783195a2b618,
"Hotel Port View L-384 Extn Mahiapalpur, Mahipalpur, 110037 New Delhi, India – This neighbourhood is a great choice for travellers interested in history, food, and culture – Check location Show map",new delhi,India,,,,,,,28.54631684,,77.12394565,,,Hotel Port View,,,,18,Deluxe Double Room,Airport Hotel Marina|Treebo Natraj Yes Please|Hotel Chanakya Inn,,,,http://www.booking.com/,Share,Delhi NCR,3033b21970f6be9cac005af7b2657bed,Mahipalpur
"Ganesh Peth, Ruighar, Panchgani, 412805 Panchagani, India – Show map",panchagani,India,,,,,,,17.91901666,,73.78053725,,,Mount View Executive,,,,18,Family Room with Bathroom,Panchgani Health Resort|Trinity House,,,,http://www.booking.com/,Share,Maharashtra,d3b2afafac382ed1a02276f9c52fbab2,
"1-42B, Gaura waddo, Bardez, 403516 Calangute, India – Show map",calangute,India,,,,,,,15.53359091,,73.76559345,,,Georgedale Guest House,,,,18,Double or Twin Room,"Prachi Holiday Homes|Ivon Guest House, Arambol Beach|La Blanche Guest House",,,,http://www.booking.com/,Share,Goa,9142dc5ba29ace3a3de12b81d253ec23,
"SD-211 Tower Apartments, Pitampura, opp metro pillar no 326, 110034 New Delhi, India – Show map",new delhi,India,,,,,,,28.69553216,,77.14675784,,,Sangleela,,,,1,Standard Room,Hotel Good Palace,,,,http://www.booking.com/,Share,Delhi NCR,77d9985c58867506dbea0878d3b26012,
"Manapakkam, No 10, 600116 Abdullāpuram, India – Show map",abdullāpuram,India,,,,,,,12.78216673,,79.66962755,,,14 Square Manapakkam,,,,14,Standard Double Room,Citrus Hotels Sriperumbudur,,,,http://www.booking.com/,Share,Tamil Nadu,cab92df8eb6d342d486cbf740a14ca6f,
"Pirmuhani, Salimpur Ahra, Exhibition Road, Post Office Lane, Exhibition Road, 800001 Patna, India – Show map",patna,India,,,,,,,25.60977399,,85.14278815,,,World Choice Orchid Premier Hotel,,,,36,Standard Double Room,,,,,http://www.booking.com/,Share,Bihar,60e8a367a48fe945a75064f55860c089,
"4211, Tel Mandi Chowk, New Delhi, Karol bagh, 110055 New Delhi, India – Show map",new delhi,India,,,,,,,28.65124212,,77.18657658,,,Hotel Giani International,,,,17,Standard Double Room,,,,,http://www.booking.com/,Share,Delhi NCR,7e1cb8e912b3f7428a3c12f77dd1ab2c,Karol bagh
"B-9, Mukat Pura House, Moti Lal Atal Road, Behind Ganpati Plaza, 302001 Jaipur, India – Great location -",jaipur,India,,,,,,,26.92019495,,75.79863667,,,The Comfort Guest House,,,,18,Deluxe Double Room (2 Adults + 1 Child),Sneh Deep Guest House,,,,http://www.booking.com/,Share,Rajasthan,252a37523f246578b059c28bfa98dc32,
"A-5, Sector-49, 201301 Noida, India – Show map",noida,India,,,,,,,28.56092888,,77.36719251,,,Sweet Home,,,,18,Budget Double Room,"Vivanta by Taj - Surajkund, NCR",,,,http://www.booking.com/,Share,Uttar Pradesh,163308a755b4102f232839df7fb36fdb,
"Lake Palace Road,Lake City, Udaipur, 335285 Udaipur, India – Great location -",udaipur,India,,,,,,,24.57413124,,73.68725267,,,Rang Niwas Palace,,,,16,Standard Double Room,Jagat Niwas Palace|Aashiya Haveli|Madri Haveli,,,,http://www.booking.com/,Share,Rajasthan,4a3a3350ddf0164d97c16648952f294b,
"101, Rathore Nagar, Queens Road, Amrapali Marg, Vaishali Nagar, , 302021 Jaipur, India – Show map",jaipur,India,,,,,,,26.91133896,,75.7520923,,,Royale Lalit Hotel Jaipur,,,,37,Deluxe Suite,"Trident Jaipur|Zone By The Park , Bani Park Jaipur",,,,http://www.booking.com/,Share,Rajasthan,9d2881a73a40abd872d97d39ba3e4892,
"500(1), Vagator Beach Rd, Opposite Garden Villa Restaurant, Vagator, 403509 Anjuna, India – Great location -",anjuna,India,,,,,,,15.6000689,,73.73819622,,,Hostel DREAMS,,,,31,"Bed in 6-Bed Dormitory Room
Shared room",Wonderland Hostel,,,,http://www.booking.com/,Share,Goa,eeeaf6531d0cdc1b89358f1a2d75d484,
"H.P Plaza Near Bimla Market (Medicine Market, Opp. Railway Station), 305001 Ajmer, India – Great location -",ajmer,India,,,,,,,26.455262,,74.63658035,,,Jagannath Lodge,,,,21,Bunk Bed in Mixed Dormitory Room,Hotel Pravasi Palace|Hotel Diamond,,,,http://www.booking.com/,Share,Rajasthan,4dc4ec8ed88182aeb3efdb90f7a83afc,
"Beach Road, Kochi, Cochin, Kerala, 682001 Cochin, India – Show map",cochin,India,,,,,,,9.961271583,,76.23873993,,,Beach Gate Bungalows,,,,14,Bunk Bed in Mixed Dormitory Room,,,,,http://www.booking.com/,Share,Kerala,b2fc973bc0903f5c0b7d4502e3ed65e5,
